id,nombre,usuario,descripcion,cantidad_seguidores,cantidad_sigue,fecha_creacion
1125098742334545925,Jaime Bayly,BaylyOficial,"Página oficial del programa de entrevistas ""Bayly"", de lunes a viernes, 9:00 a 10:30 p.m. (hora de Miami), por el Canal Mega TV",39703,27,Sun May 05 18:03:38 +0000 2019
135662645,Catalina Maya,catalinamaya,"🇨🇴Colombiana
🙋🏻‍♀️Modelo
🎤Periodista
🏢Empresaria
🎙️Los invitó a escuchar #WRadioFinDeSemana sábados y domingos de 7 a 10 a.m en @WRadiocolombia 📻",51479,842,Wed Apr 21 23:22:15 +0000 2010
544440674,Yeison Jiménez,yeison_jimenez,"Musico / Banda
Cantautor De Música Regional🇨🇴.
 
Manager@YeisonJimenez.com
(+57 313 854 0733)",54012,868,Tue Apr 03 17:18:41 +0000 2012
75471786,Pipe Bueno,PipeBueno,Mi última canción GUARO aquí -- https://t.co/PlAX36K0gc,1325557,916,Sat Sep 19 04:24:34 +0000 2009
1005538152,Noency Mosquera Martínez,noencylia,CANTANTE DEL BONGO DE BOJAYA INTERNACIONAL #RESILIENCIA,59,619,Wed Dec 12 04:19:47 +0000 2012
1202350737751236608,Alicia Franco,SoyAliciaFranco,Tengo 86 años y soy URIBISTA hasta la muerte. #UribeEsColombia #UribeSoyYo Instagram: @SoyAliciaFranco,19687,21610,Wed Dec 04 22:15:41 +0000 2019
116827501,Miller Soto,millersoto,"🇨🇴🇮🇹Caribe - Hijo, padre, esposo - Abogado - Máster en Admón. Pública - Doctor en Derecho y Economía - Profesor - Defensor de DDHH - Adicto al milo",64199,5006,Tue Feb 23 18:01:18 +0000 2010
1325248120599552000,guillovives,guillovives,"Chef, creador de restaurantes Gaira Cafe y El cumbia house,La playa de Bogota, La Checa, La bicicleta y la Yunait , Actor, Cantante y otras cositas mas.",5773,150,Sun Nov 08 01:26:39 +0000 2020
1433859551741218818,Soy el teniente Malagón,SoyElTeMalagon,"Coronel del glorioso Ejército de Colombia, secuestrado por las FARC en 1998,rescatado 10 años después en la #OperaciónJaque. Magister en Rlns Internacionales",6301,51,Fri Sep 03 18:30:48 +0000 2021
1329907822134517760,Santiago Cabrera Grajales,Santiag01489722,"Candidato al Consejo Municipal de Juventudes CD Armenia 
https://t.co/Bzp8frp9EZ…",11,98,Fri Nov 20 22:02:37 +0000 2020
2867219829,Nicolás Castañeda García,NicolasCGarcia2,Estudiante de Derecho y Gobierno y RR II / Caballista🐴 / Joven con la intención de construir País 🇨🇴,267,163,Sat Nov 08 12:04:20 +0000 2014
889642326091603968,Jairo Cristancho,DocJCristancho,"Representante a la Cámara por Casanare 2018-2022 / Presidente de la Comisión VII /Médico, Ganadero y Empresario con más de 20 años al servicio de Casanare",2753,897,Tue Jul 25 00:23:54 +0000 2017
46695075,Cesar Martinez-Gomariz,Cesar_Mart_Gom,MAS Consulting. Player of the last 5 U.S. presidential elections. Passionate about politics & former traveler✈ @ProjectLincoln,3565,1797,Fri Jun 12 17:00:42 +0000 2009
334964709,Ricardo Rojas Escobar,RicardoRojasEs,Administrador de Empresas | Ciudadano | Excandidato Concejo de Medellín CD | 🇨🇴 | Coordinador (E) Juventudes CD Antioquia,1275,1772,Wed Jul 13 23:11:20 +0000 2011
258648811,pablo robayo,pablorobayov,"Esta cuenta está intervenida. Cuando tenía 2.000 seguidores un trino conseguía 500 RTs. Ahora no llego ni a 30.
Hace meses no  paso de los 10.200 seguidores...",10155,5461,Mon Feb 28 04:50:23 +0000 2011
1563679326,Foro de Presidentes,Foropresidentes,Somos un espacio estratégico de encuentro y aprendizaje colectivo.,1505,570,Tue Jul 02 17:31:24 +0000 2013
1417167155670487042,Diana Sofía Giraldo,DianaSoGiraldo,,84,32,Mon Jul 19 17:01:11 +0000 2021
3413846681,olga Victoria Robled,OlgaRobled,"Economista, Quindiana. Uribista hasta los tuétanos. MIS PRINCIPIOS Y VALORES NO SE NEGOCIAN",11241,11893,Mon Aug 10 23:45:05 +0000 2015
349274330,Marco Fidel Ramírez,7MarcoFidelR,"CONCEJAL DE LA FAMILIA : Activista defensor de la #Vida, la #Familia y los #Valores. CONCEJAL DE BOGOTÁ (2016-2019) Autor: #LosQueTrastornanElMundo",17983,3611,Fri Aug 05 21:04:02 +0000 2011
429400896,Vanessa Vallejo,vanessavallej0,Economist. Podcaster. Columnist. Co-Editor-in-Chief at @ElAmerican_ |Politics/Economics | Freedom is not free | vanessa@elamerican.com,118719,6044,Mon Dec 05 22:49:42 +0000 2011
2460235685,Carlos A Londoño,londonocharlie,,479,1008,Fri Apr 04 15:49:14 +0000 2014
1021486353693986818,Daniel Ernesto Guevara-Durango,Caniguevara1,"Colombian American, Registered Republican in the State of Florida |🇨🇴🇺🇸🇮🇹🇻🇦|",2193,900,Mon Jul 23 20:04:59 +0000 2018
54973156,Carlos Ocariz,CarlosOcariz,"Papá de Pablo y Mariana. Candidato de la Unidad a la Gobernación de Miranda. Ingeniero Civil. Alcalde de Sucre, 2008-2017. Diputado a la AN, 2000-2005.",1638776,18391,Wed Jul 08 17:59:31 +0000 2009
883104498809483265,Jhon Jairo Berrío López,jberriolopez,"Administrador de Empresas, Especialista en Mercadeo. Alcalde Donmatías - Ant. 2001-2003 y 2008-2011, Representante a la Cámara 2018-2022. @CeDemocratico",2785,1044,Thu Jul 06 23:24:54 +0000 2017
805597851774550016,Kevin Cárdenas Triana,KevinCTriana,@CeDemocratico en Colombia y  @populares en España🇪🇦🇨🇴 Coordinador de @ColCDBogota,7054,962,Mon Dec 05 02:21:09 +0000 2016
3376511,Juan Pablo Calvás,JuanPabloCalvas,Editor General en @wradiocolombia / Columnista en @ELTIEMPO / si doy RT es porque valoro su opinión así no la comparta.,104119,7122,Wed Apr 04 00:16:28 +0000 2007
1367272535071600641,dona_pilyJanssen,Dona_Pily2,"Si muero, díganle a Federer que lo amaba. Vacunada. Defensora de los Deberes Humanos. URIBISTA #YoInfluyoPositivo @LaBodeguita_TV @SalvemosColombia",22946,1192,Thu Mar 04 00:36:04 +0000 2021
179173812,Cristina Hurtado,CrissHurtado,,1996285,838,Mon Aug 16 17:51:28 +0000 2010
105640257,Felipe Peláez Rodríguez,FelipePelaez,🏅Ganador Grammy Latino.🖊Booking: (+57)3008141403 - (+57) 3004972955 📽️ #QueTeQuedeClaro ➡️ https://t.co/GtVHmR4RYG,1473821,187,Sun Jan 17 00:51:52 +0000 2010
74293265,SILVESTRE / DANGOND,SilvestreFDC,https://t.co/d75ZeQhjaM,2545907,211,Mon Sep 14 23:02:57 +0000 2009
67694194,JuanchoDeLaEspriella,JDeLaEspriella,#LOSDEJUANCHO. contratos y Booking. 3013713089,757607,21,Fri Aug 21 19:26:29 +0000 2009
153532178,Iván Villazón,ivanvillazon,Cuenta Oficial de “La Voz Tenor” ¡Defensor de las raíces más puras de nuestro folclor! Revive mi segundo concierto virtual #QueSigaLaFiesta ⏬,567997,244,Tue Jun 08 20:17:10 +0000 2010
133164590,Poncho Zuleta Diaz,PonchoZuleta,Orgullosamente embajador de la dinastía Zuleta.,399776,72,Thu Apr 15 04:59:36 +0000 2010
615385712,Felipe Arias,FelipeArias71,Amar y servir. ¿En qué le puedo ayudar?.,113392,781,Fri Jun 22 17:55:25 +0000 2012
384051368,Alex cujavante luna,alcujavante,"13Campeón Mundial #Patinaje Deportista del Año Atlántico 2016,2017,2018 Campeón Bolivariano,Centroamericano,Suramericano yPanamericano🥇#Campeóndelavida #DIOS",2296,1337,Mon Oct 03 00:20:32 +0000 2011
303168830,Cayetana Alvarez de Toledo,cayetanaAT,"Por una España de ciudadanos Libres e Iguales, ahora diputada por Barcelona del @GPPopular en el @Congreso_Es.",394713,662,Sun May 22 12:14:20 +0000 2011
2399902880,María Isabel Rueda,MIsabelRueda,"Esta es mi cuenta oficial, conectada a todos mis artículos en @ElTiempo. #Abogada y #Periodista #Política de #Colombia.",19332,12,Thu Mar 20 13:49:14 +0000 2014
1373836930652192768,Las Opinadoras,LasOpinadoras,Se Discute de todo y de Nada. En #LasOpinadoras la palabra la tienes Tú!  Buscanos en Spotify y Telegram: Las Opinadoras,5988,340,Mon Mar 22 03:20:37 +0000 2021
73638954,Juan Pablo Celis,juanpablocelisv,Representante a la Cámara del Centro Democrático por Norte de Santander - Ing. Industrial de la U. Javeriana/Especialista en Alta Gerencia de la U. Libre.,2485,488,Sat Sep 12 13:09:52 +0000 2009
80651703,Karoll Márquez,karollMarquez,"Cantante, Actor, Compositor Colombiano Contacto https://t.co/473ftLPjN1",125728,723,Wed Oct 07 18:56:32 +0000 2009
295401367,Adriana Mejia,A_Mejia_H,,1577,3480,Sun May 08 23:31:00 +0000 2011
300390462,Guillermo Lasso,LassoGuillermo,"Presidente Constitucional de la República del Ecuador (2021-2025). Encontrémonos, solo #JuntosLoLogramos. 🇪🇨",1001057,1399,Tue May 17 17:49:29 +0000 2011
960277651754766336,Carlos Córdoba,CDCordobaR,"Ingeniero, apasionado por la economía, la gerencia y los datos | Coordinador @ColombiaNosUne en @CancilleriaCol",172,738,Sun Feb 04 22:23:28 +0000 2018
2973753563,Marcel Lebleu,marcel_lebleu,Directeur général // Director general,3686,262,Sun Jan 11 22:25:17 +0000 2015
943137948870070272,Héctor Vergara Sierra.,hectorvergaraco,"Representante a La Cámara, Presidente Comisión Legal de Cuentas. Adm Empresas. Especialista en Gobierno Gerencia Publica EAN, Derecho Constitucional, Externado",1756,280,Tue Dec 19 15:16:24 +0000 2017
272592325,yojan gonzalez,01aventurero,"psicólogo social, dinámico, con carisma, uribista hasta los tuétanos, cucuteño. me gusta practicar la natación.",1643,4901,Sat Mar 26 20:18:06 +0000 2011
230876203,EL INVESTIGADOR,Carlosfss,"Consultor, Auditor Forense, Risk & Compliance, Investigación de Fraude LA/FT Corrupción. Evidencias Digitales Manejo de Crisis. Litigios. “Creamos Estrategias”",2186,4998,Sun Dec 26 23:49:18 +0000 2010
1278051575022354433,Claudia Ortiz,ClaudiaOrtiz_R,"Asesora Despacho @MinAgricultura, expresidente de la ADR, abogada. Trabajo por un Campo con Futuro, Equidad, Legalidad y Emprendimiento. Cuenta personal",348,303,Tue Jun 30 19:44:42 +0000 2020
118229129,Maritza Aristizabal,Maryaristizabal,Presentadora- Periodista - Columnista   @NoticiasRCN @LaRepublica_Co @opinionRCN -Antioqueña-DISCIPLINA🔅FE,33121,770,Sun Feb 28 00:49:42 +0000 2010
140034129,Isabel Díaz Ayuso,IdiazAyuso,"Presidenta de la Comunidad de Madrid, la región más libre y casa de todos los españoles. Libertad y después, todo lo demás.",620234,10957,Tue May 04 11:17:06 +0000 2010
126846925,Nocturna RCN,nocturnarcn,El programa radial más escuchado en las noches de Colombia y el preferido por los colombianos en el exterior.Con @eldenocturna y @dareyesprieto por @rcnradio,17784,1124,Sat Mar 27 05:03:52 +0000 2010
1659952770,Felix Guerrero,FelixEGuerrero,"Ingeniero Civil / Especialista en Gobierno Gerencia y Asuntos Públicos / Vivienda, Ciudad y Territorio /Ambiente y Desarrollo Sostenible / El futuro es de todos",5446,2113,Sat Aug 10 12:14:24 +0000 2013
77694285,Carlos Vives,carlosvives,#BesosEnCualquierHorario💋👇🏻,5254985,2462,Sun Sep 27 08:34:25 +0000 2009
50859813,petermanjarres,PeterManjarres,El Caballero del Vallenato. Artista Colombiano. Doble ganador del Grammy Latino 2008 y 2009. Contrataciones Manager Juank Vega: 3187428660,1438902,1080,Fri Jun 26 01:21:44 +0000 2009
219434063,Juan Daniel Oviedo,jdoviedoa,"Director @Dane_Colombia.  PhD en Economía, Toulouse School of Economics @Univ_Toulouse",16122,421,Wed Nov 24 21:21:15 +0000 2010
602042137,Munir Falah,MunirFalah,President & CEO - CINE COLOMBIA,27802,300,Thu Jun 07 17:13:32 +0000 2012
141039072,José Miguel Santamaría Uribe,SANTAMARIAURIBE,"#ProVida 
#OjoConEl2022
#PoliticamenteIncorrecto 
#MarchoPorBogotá
#MillonariosFC
#NoSoyIndiferente 🇨🇴",29249,5087,Fri May 07 01:27:15 +0000 2010
119192049,IVAN TRUJILLO P,ITRUJILLOP,Abogado.,4432,2393,Tue Mar 02 23:07:44 +0000 2010
167808015,Camilo Trujillo,TrujilloCamilo_,Abogado. Maestría Negocios Internacionales. Oficial de la Reserva @PoliciaColombia. #CIDENAL Ciclista Amateur 🚴‍♂️ Amo mi País 🇨🇴 Bogotá mi Hogar 🏠,5439,641,Sat Jul 17 15:28:59 +0000 2010
1325928411689349120,Rep. María Elvira Salazar,RepMariaSalazar,U.S. Congresswoman | Daughter of Exiles | Emmy Award-Winning Journalist | Serving on @HouseForeignGOP & @HSBCgop | #FL27☀️🌴🇺🇸,30887,269,Mon Nov 09 22:29:20 +0000 2020
40282700,María Elvira Salazar 🇺🇸,MaElviraSalazar,U.S. Congresswoman • 5x Emmy Award-winning journalist • Daughter of exiles • Nico & Marti's Mom • Representing beautiful South Florida #FL27☀️🌴,103427,306,Fri May 15 17:04:40 +0000 2009
1302320497,Pedro Agustín Roa A.,PedroAgustinRoa,"Diplomático colombiano, aplico los pilares de la diplomacia: representar, negociar, informar y defender. He servido en NY, Turquía, México, Perú y Alemania 🇨🇴",338,1600,Tue Mar 26 04:13:22 +0000 2013
90197445,Carlos Antonio Velez,velezfutbol,“Periodismo es publicar lo que alguien no quiere que publiques.Todo lo demás son relaciones publicas. George Orwell. En Instagram soy @velezfutbol,684768,772,Sun Nov 15 16:48:46 +0000 2009
631535482,La Matahari,LUISAM66046504,Sígueme que yo te seguiré Inmediatamente ❣️,9521,9560,Tue Jul 10 00:16:08 +0000 2012
1178029650091663360,"Esteban ""Steve"" Bovo",SteveBovo,,2249,716,Sat Sep 28 19:32:38 +0000 2019
479914816,Juan Camilo Giraldo,JuanCamiloGir24,Subdirector General para la Superación de la Pobreza - Prosperidad Social,414,337,Tue Jan 31 22:35:53 +0000 2012
619368621,Ana María Palau,ampalau,Consejera Presidencial para las Regiones 🇨🇴 Presidencia de la República de Colombia,7676,215,Tue Jun 26 17:58:25 +0000 2012
137758797,Andrés Julián,AndresJRendonC,"Elijo ser optimista. La política debe darnos nuevas y mejores oportunidades. 
Profesor, político por vocación.  Exalcalde de Rionegro - Antioquia",8306,64,Tue Apr 27 17:33:37 +0000 2010
2629343953,Pablo Scarpetta,artistapolitico,"Arte, política, podcasts, viajes, Kabbalah. #ArteConPablo",715,332,Sat Jul 12 19:50:05 +0000 2014
1297200193138548737,Free Uribe,FreeUribe,,4391,56,Sat Aug 22 15:53:34 +0000 2020
176315005,LAAZCARATE,LAAZCARATE,INSTAGRAM: @laazcarateoficial Contacto laboral: laazcaratealaorden@gmail.com,4603384,204,Mon Aug 09 05:37:41 +0000 2010
32167239,NICOLAS MAYORCA,NicolasMayorca,Cantautor colombiano Contrataciones: management@nicolasmayorca.com Instagram: NicolasMayorca,47449,1557,Thu Apr 16 21:48:13 +0000 2009
510752785,IID Institute,Intdemocratic,"Our mission is to promote, defend, inform and foster liberty, democracy, human rights and institutionalism in the Americas.",5145,2660,Thu Mar 01 19:50:02 +0000 2012
3073682337,CarlosSanchezBerzain,Csanchezberzain,"Abogado,Politólogo,Master en Ciencia Política y Sociología. Catedrático. Estadista perseguido y exiliado político.Director Interamerican Institute for Democracy",54771,8684,Thu Mar 05 23:35:07 +0000 2015
237151279,Sofia Cabrales,IsabelSofiaC,Doy gracias a Dios por todo lo que me ha dado. Has el bien y no mires a quien.,5753,218,Wed Jan 12 05:40:52 +0000 2011
257332880,Hermann Tertsch,hermanntertsch,"Periodista hoy en política con VOX por España, la libertad y el sentido común. Miembro del Parlamento Europeo. Vicepresidente de ECR y Euro-Lat. En AFET y ENVI.",273441,3739,Fri Feb 25 05:42:31 +0000 2011
2876878144,Ignacio Garriga,Igarrigavaz,"Presidente del Grupo Parlamentario de VOX en Cataluña 🇪🇦
Miembro Comité Ejecutivo Nacional VOX",114273,2078,Fri Nov 14 19:22:59 +0000 2014
49607100,Victor González,vicpiedra,"Aquí solo puede acampar quien tenga la capacidad de admirar lo bueno de los demás y dar lo mejor de si mismo 
Amor/Unión/Trabajo/Constancia/SentidoComún/España",15034,1065,Mon Jun 22 11:56:01 +0000 2009
1109573601995440129,Macarena Olona,Macarena_Olona,Diputada de VOX en el Congreso. Por 🇪🇸 Portavoz adjunto y Secretaria General del GPVOX en el Congreso. Abogado del Estado macarena.olona@congreso.es,319611,2159,Sat Mar 23 21:52:16 +0000 2019
48976307,Iván Espinosa de los Monteros,ivanedlm,"Portavoz en el Congreso y Vice Secretario de Exteriores de @vox_es. También en Clubhouse, Parler, Gab, Facebook, Instagram, Telegram: @ivanedlm",346148,3879,Sat Jun 20 10:27:05 +0000 2009
117705468,José Ramón Bauzá 🇪🇺,JRBauza,Liberal practicante. Eurodiputado @CiudadanosCs. Farmacéutico reservista del Ejército. Orgulloso Presidente del Gobierno Balear + libre y antinacionalista 🇪🇸,46185,4564,Fri Feb 26 10:20:50 +0000 2010
21957601,Juan Pablo Consuegra,juanpc71,,396,222,Thu Feb 26 02:17:04 +0000 2009
260788584,Santiago Abascal 🇪🇸,Santi_ABASCAL,"Presidente de VOX.

Diputado nacional",628827,3960,Fri Mar 04 16:11:41 +0000 2011
64919796,Lucas Arnau,LucasArnau,"Cantautor Colombiano 🇨🇴Latin Grammy nominee 2015, 2017. Contacto-(315) 501-1935 despiertatour@gmail.com #UnaAventura https://t.co/8lPWrbXFcz",490850,741,Wed Aug 12 03:16:02 +0000 2009
188363529,"Alexander Soros, PhD",AlexanderSoros,"Deputy Chair @opensociety, https://t.co/KPiQW10FEH. Views are my own.",67277,386,Wed Sep 08 15:16:14 +0000 2010
221989598,Nubia Stella Martínez,NubiaSMartinez,⏩⏩Directora Nacional del @CeDemocratico⏪⏪ Abogada y consultora empresarial. ExPresidente de ProColombia.,33763,677,Thu Dec 02 04:27:21 +0000 2010
1258470915811180550,JUVENTUDES CENTRO DEMOCRÁTICO,JovenCDoficial,"Organización de Jóvenes - Partido Centro Democrático. Mano Firme, Corazón Grande.",2515,431,Thu May 07 18:57:17 +0000 2020
284171433,Hernán Saldarriaga,HernanSalda,Arquitecto,1429,979,Mon Apr 18 19:28:55 +0000 2011
1019705606003978240,Yenica Acosta Infante,yenicanosune,"Congresista (2018-). 
Pte. Comisión de Presupuesto. 
Al servicio de la Puerta Verde de Colombia 🇨🇴 #ElAmazonasNosUNE #ExistimosParaServir @cedemocratico ✋🏽❤️",2360,188,Wed Jul 18 22:08:56 +0000 2018
306527121,Esteban Quintero C,estebanquincar,"Representante a la Cámara,CD. Exdiputado de Antioquia, Abogado, Especialista en Dcho Administrativo, Especialista en Contratación Estatal. Magister en Gobierno.",9857,2486,Sat May 28 01:26:06 +0000 2011
322408966,Yohana Jiménez🇨🇴#TodoPorNuestrosNiños,yjimenez13,Hija de Gilma Jiménez (q.e.p.d). Promotora de la prisión perpetua para violadores y asesinos de #NuestrosNiños - #LeyGilmaJiménez #TodoPorNuestrosNiños,8373,2433,Thu Jun 23 03:51:26 +0000 2011
2802302031,Noticiero Senado,NoticieroSenado,🇨🇴 Cuenta oficial del Noticiero del @Senadogovco jueves 7:00p.m @CaracolTV y sábados 7:00p.m @CCongresoCol Presidente del Senado @Juandiegogj,13727,436,Fri Oct 03 17:25:33 +0000 2014
16777543,Marcela Alarcon,MarceLaALarcon,"Radio Princess   https://t.co/26Teb7PJoc https://t.co/smUD1mAWFz 
Radio Host & Podcaster #Lindurita marcela@radioprincess.com  https://t.co/BAr5VEJVF2",93762,1883,Wed Oct 15 07:40:27 +0000 2008
752373176,Jaime Felipe Lozada,jaimeflozada,Hijo de Dios-Representante a la Cámara del Departamento del Huila.,16162,1204,Sun Aug 12 03:21:27 +0000 2012
3401638840,Pinzón Bueno,PinzonBueno,"Juan Carlos Pinzón Bueno, esposo y padre, economista. Opiniones personales e independientes. IG y FB: PinzonBueno",76684,3534,Mon Aug 03 18:00:39 +0000 2015
991662712353710080,Amanda Rocío Gonzálezᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,AmandaRocioG,Senadora de la República (2018-2022) @cedemocratico ▫️Médica ▫️Esp. en Auditoria Médica y Salud Pública ▫️Mg. en Gestión de Organizaciones,4375,700,Wed May 02 12:56:29 +0000 2018
135494597,Alejandro Jaramillo,ajaramillo25,,180,613,Wed Apr 21 13:20:17 +0000 2010
285323248,Jorge Bedoya,jebedoya,Presidente @SAColombia,9341,3331,Wed Apr 20 23:22:01 +0000 2011
1255167883388346374,YR,ZEUS301075,"absolutamente de derecha. 
siempre firme.",1117,1580,Tue Apr 28 16:12:10 +0000 2020
429363031,Gobernación de Caldas,GoberCaldas,Escúchenos en Caldas FM 96.3 Facebook: Gobernación de Caldas - Gobernador @LuisCarlosGober,26510,5059,Mon Dec 05 21:49:14 +0000 2011
150902859,Luis Carlos Gobernador | Caldas 2020 - 2023,LuisCarlosGober,Gobernador de Caldas 2020 - 2023,6384,481,Wed Jun 02 03:21:35 +0000 2010
2592391137,Ernesto Lucena,LucenErnesto,"ExMinistro del Deporte de Colombia. Amor por el alto rendimiento. Campeón de Juegos Nacionales 2004. Transparencia y creatividad, mis herramientas de trabajo.",13364,1426,Sun Jun 08 15:48:02 +0000 2014
133112225,Fuerzas Militares de Colombia,FuerzasMilCol,"Cuenta Oficial Fuerzas Militares de Colombia bajo el mando del señor General Luis Fernando Navarro Jiménez, Comandante General 🇨🇴",466557,1036,Thu Apr 15 01:48:33 +0000 2010
88723966,Twitter Seguro,TwitterSeguro,"Bilíngue, bilingüe 😉

Consejos de seguridad y actualizaciones.
Conselhos de segurança e atualizações.

@Twitter",2225674,53,Mon Nov 09 18:18:15 +0000 2009
194645901,Jesús Monroy Alcalde.,jesusmonroyalc,"Alcalde del Municipio Trinidad, Casanare. #LaFuerzaDelCambio",43,173,Fri Sep 24 17:02:42 +0000 2010
915649678766739457,David Candamil,Davidcandamiles,Economista Javeriano y próximo administrador de empresas.,337,189,Wed Oct 04 18:47:50 +0000 2017
972215650444873730,Jose Miguel Santamaría Barvo,SANTAMARIABARVO,"Edil de Chapinero. 2do Vicepresidente de la JAL, estudiante @GobiernoUAndes y mochilero @MochilerosXCol. #LaEducaciónPresencialEsVital",4171,1458,Fri Mar 09 21:00:48 +0000 2018
141998493,Roque Arismendy J.,roquearismendy,"Diputado de la Asamblea de Antioquia 2020-2023 por el @CeDemocratico, exAlcalde de San Vicente Ferrer. Líder del Oriente Antioqueño. #AntioquiaMiPasión 💚",5760,5113,Sun May 09 16:57:48 +0000 2010
1155623303568117760,Érika Ibargüen🕊,Erikaibarguenr,"Contadora Pública - Especialista en Gerencia Social, defensora de la diversidad étnica y cultural",862,370,Sun Jul 28 23:37:20 +0000 2019
1191943122743365632,DavidEspinosaAcuña&Asociados,deaasociados,Firma de abogados penalistas dirigida por David Espinosa Acuña. - contacto@deaa.com.co,2165,522,Wed Nov 06 04:59:32 +0000 2019
163341528,Miguel Uribe Turbay,MiguelUribeT,"Abogado, Magíster en Políticas Públicas. #Avancemos",132072,1231,Tue Jul 06 04:44:46 +0000 2010
586112064,barberoloco1,barberoloco1,"Sin titulo Universitario,por lo que soy me codeo con el más encumbrado hasta con el más humilde trabajador;la lectura es la base de mi conocimiento!(Venezuela).",9407,5873,Sun May 20 22:05:06 +0000 2012
260267255,JorgeCardenas,cardenasjorgee,ESTE ES MI MURO PARA DECIR LO QUE ME DA LA GANA. GRACIAS POR SU COMPRENSIÓN.,77293,1152,Thu Mar 03 14:57:21 +0000 2011
1143041354781642753,Juliana Zuluaga,Jzuluaga1,,62,622,Mon Jun 24 06:21:10 +0000 2019
3808013897,Egan Arley Bernal,Eganbernal,Go for it!!,358396,257,Mon Sep 28 22:06:00 +0000 2015
819470120225566720,Sergio Henao Montoya,sergiohenaoofic,Ciclista profesional del https://t.co/ina33I4n8v,60616,47,Thu Jan 12 09:04:36 +0000 2017
