id,nombre,usuario,descripcion,cantidad_seguidores,cantidad_sigue,fecha_creacion
109585850,Inst. de Ciencia Política,ICPColombia,Somos un #ThinkTank independiente que durante +35 años ha promovido la democracia liberal y el libre mercado 🇨🇴,10956,818,Fri Jan 29 15:22:58 +0000 2010
25202268,Sara A. Carter,SaraCarterDC,"@FoxNews Contributor, Award-winning correspondent. Host, The Sara Carter Show. @DarkWireReports. Taking back the story. IG: ScarterDC, FB: Sara A. Carter",1275896,5679,Thu Mar 19 01:02:12 +0000 2009
20456814,Germán Vargas Lleras,German_Vargas,"Cuenta Oficial de Germán Vargas Lleras, ExVicepresidente de la República de Colombia",865435,17,Mon Feb 09 18:58:56 +0000 2009
826065164504006657,Marjorie Taylor Greene 🇺🇸,mtgreenee,"Congresswoman for Georgia's 14th CD, Christian, Wife, Mom, Small Business Owner, Proud American 100% Pro-Life Pro-Gun Pro-Trump https://t.co/S8mJPFXYX0",438708,1525,Mon Jan 30 13:50:57 +0000 2017
2874102076,Ashley St. Clair 🇺🇸,stclairashley,DOO at @ArsenalMediaGrp. Author. Occasionally funny. Press & business inquiries: ashleystclairpress@protonmail.com,384828,928,Wed Nov 12 18:29:17 +0000 2014
2513643026,Carlos Manjarrés Daza,carlosdazajr,Viceministro de creatividad | 🇨🇴 @mincultura #LaCulturaEsDeTodos,6316,1712,Wed May 21 20:55:19 +0000 2014
18005085,Mollie,MZHemingway,"Senior Editor, @FDRLST. Senior Journalism Fellow, @Hillsdale. Fox News Contributor. Lots of Babylon Bee retweets.",663040,1344,Tue Dec 09 22:44:12 +0000 2008
148751465,Publius Doc Rock,chbstone2,Constitutional Secessionist. Physician. US Navy Veteran. Business Owner. Father.Capitalism. Reasoned Individualism.The U & Clemson. Liverpool FC,20717,22261,Thu May 27 14:18:48 +0000 2010
17629860,FBI,FBI,Official FBI Twitter. Submit tips at https://t.co/tGqFRcJykB. Public info may be used for authorized purposes: https://t.co/x6bfDUEYeJ.,3374804,2124,Tue Nov 25 20:13:53 +0000 2008
309884223,ALFONSO CAMPO MARTINEZ,AlfonsoCampoM,Director Unidad Nacional De Protección. UNP. Comprometido con lo más preciado de los DD HH: La vida de los colombianos !!,8643,483,Thu Jun 02 20:50:04 +0000 2011
1203162448494129153,The Social Dilemma,SocialDilemma_,Silicon Valley insiders reveal how social media is reprogramming civilization. Watch now on Netflix. #TheSocialDilemma,27434,235,Sat Dec 07 04:02:12 +0000 2019
313088307,Dígale a Pulgarín,jairopulgarin,"Colombian Radio Journalist • DÍGALE A PULGARÍN, Radio Santafé 12:00 a 1:00 • Cómo Amaneció Bogotá, Tropicana 102.9, 4 a 10 am • Opiniones Personales",6349,2674,Wed Jun 08 03:56:31 +0000 2011
4267043235,Karina Mariani,KarinaLMariani,"telegram: https://t.co/Z1rQ9SeCoz
https://t.co/KQi7pwmzkg
https://t.co/QRVkAxUFhj",16943,591,Tue Nov 24 20:12:03 +0000 2015
1234296033544413184,NOS MUDAMOS 👉 @OOCprogresismo,progresismo_ooc,NOS MUDAMOS 👉 @OOCprogresismo,28379,10,Mon Mar 02 01:54:58 +0000 2020
56561449,Jesse Watters,JesseBWatters,@TheFive & @WattersWorld on Fox News Channel. Speaking engagements with Premiere Speakers.. #1 NYT Best Selling Author of “How I Saved The World” 📚,1460679,1198,Tue Jul 14 01:23:16 +0000 2009
1302041487262220294,Monitoreo Garantias Judiciales,GarantiasJud,Monitoreo de expertos independientes sobre el proceso del ex Presidente Uribe para que se cumplan garantías judiciales conforme a estándares internacionales,2101,170,Sat Sep 05 00:31:09 +0000 2020
1189919164674269184,Cathy la PutinaoCachoneada,louis30274036,"Mi 4a cuenta, entre arepas y mamertoides he sido derribado cuenta parodia de la culi pronta",1678,1616,Thu Oct 31 14:57:13 +0000 2019
1297200193138548737,Free Uribe,FreeUribe,,4426,55,Sat Aug 22 15:53:34 +0000 2020
52338305,Brandon Straka,BrandonStraka,#WalkAway Campaign Founder BOOKING/MEDIA: bstrakabooking@gmail.com Former Liberal. Gay. On a mission to #RedPill humanity https://t.co/QG8c3BygLq,506473,412,Tue Jun 30 07:52:26 +0000 2009
1257776465959100417,Rendición de Cuentas de DDHH,RDCDDHH,"Visibilizamos los abusos del derecho, violaciones a los Tratados y las conductas parciales de los órganos del Sistema Interamericano.",144,68,Tue May 05 20:57:53 +0000 2020
186961616,Reinaldo Dos Santos,ReinaldoProfeta,"🇻🇪🇪🇨PROFETA🇧🇷DE🇺🇸AMÉRICA🇲🇽🇵🇪Seca las lagrimas, regresa las dos manos al timón, mira al horizonte, ten fe, sube el volumen de la música y ACELERA!",1581069,323,Sat Sep 04 21:57:15 +0000 2010
63648503,GenteNoticias 🌐,GenteNoticias,"#GENTE
Síguenos en: https://t.co/2aadRA1vrI con @WilliamDelgadoG
Premio de Periodismo Álvaro Gómez Hurtado, Concejo de Bogotá 2008-2009.
#GenteCiudadBolívar",18046,12131,Fri Aug 07 05:30:23 +0000 2009
537399296,Hernando Cortés Luna,HernandoCortesL,Columnista de @ElBogotano,1547,602,Mon Mar 26 17:26:08 +0000 2012
1296121932748861441,"Militares Activos, Familias y Reservas Unidos 2022",ActivosRva2022,Familias de militares activos y Reservas somos un caudal de 4 millones de votos. impidamos que la izquierda se tome el poder en 2022. ¡TRABAJEMOS YA!,69,14,Wed Aug 19 16:29:11 +0000 2020
1259714432,Kimberly Klacik,kimKBaltimore,Former Congressional Republican Nominee in MD-District 7. Red Renaissance 🔥🇺🇸,443319,3330,Mon Mar 11 15:21:58 +0000 2013
954124423,Amy Mek,AmyMek,"Grassroots Activists Needed! Help me save Western Civilization: Join our International movement, Sign up for https://t.co/s7VYh6Munb. Follow me at Gab: AmyMek",222425,3769,Sat Nov 17 18:46:39 +0000 2012
225101516,Lilly Téllez,LillyTellez,"Mamá de Leonardo, esposa de Jesús. Senadora de la República por Sonora. Periodista",361509,662,Fri Dec 10 17:52:26 +0000 2010
334921581,Christina Sommers,CHSommers,"Senior Fellow, AEI. Former philosophy professor. Author of War Against Boys and Who Stole Feminism? Host of YouTube’s The Factual Feminist.",300419,459,Wed Jul 13 21:41:29 +0000 2011
911224178203820032,RED DE APOYO S.I.C,RedDeApoyoSIC,"sᴏᴍᴏs ᴜɴ ɢʀᴜᴘᴏ 👥 ɪɴғᴏʀᴍᴀᴛɪᴠᴏ 📰🗞📸🎥,ᴘʀᴇᴠᴇɴᴛɪᴠᴏ ♻🛂⚠ ʏ ᴅᴇ ᴀᴘᴏʏᴏ 🚓🚑🚒🚨 ᴄᴏɴ ᴇʟ sᴏʟᴏ ғɪɴ ᴅᴇ ᴀʏᴜᴅᴀʀ ᴀ ʟᴀ ᴘᴏʙʟᴀᴄɪóɴ ᴇɴ ɢᴇɴᴇʀᴀʟ",9326,296,Fri Sep 22 13:42:28 +0000 2017
595921019,Felipe Sanchez Uribe,felipesancheztv,•journalist //  •CO🇨🇴 •NY🇺🇸 // •Ex jefe de comunicaciones en el Congreso de la República de Colombia,1709,556,Thu May 31 23:29:02 +0000 2012
806344552718045184,Dr. Simone Gold,drsimonegold,Doctor • Lawyer • Warrior 🥼 Founder of https://t.co/5BP4zHAbht •,327765,98,Wed Dec 07 03:48:17 +0000 2016
1216067880292376578,PORTAVOZ 🖐🏼,Portavoz_CO,La Casa de la Derecha. Vida. Libertad. Propiedad privada. NO le creo al progresismo.,2257,3260,Sat Jan 11 18:42:41 +0000 2020
1267845421591912455,Legado de Álvaro Uribe Vélez,LegadoUribeVel,"La verdad sobre su historia, su carrera pública y su legado. 🇨🇴",10969,69,Tue Jun 02 15:54:12 +0000 2020
1010194058,Alejandro Corrales,AlejoCorralesCD,Senador (2018-2022) Centro Democrático Ingeniero #Agrónomo Empresario #caficultor comprometido con el País.,10220,1634,Fri Dec 14 02:06:08 +0000 2012
117705468,José Ramón Bauzá 🇪🇺,JRBauza,Liberal practicante. Eurodiputado @CiudadanosCs. Farmacéutico reservista del Ejército. Orgulloso Presidente del Gobierno Balear + libre y antinacionalista 🇪🇸,45556,4561,Fri Feb 26 10:20:50 +0000 2010
1288550752592506882,Reinomamerto,reinomamerto,,25,12,Wed Jul 29 19:05:14 +0000 2020
752373176,Jaime Felipe Lozada,jaimeflozada,Hijo de Dios-Representante a la Cámara del Departamento del Huila.,15558,1194,Sun Aug 12 03:21:27 +0000 2012
1383097530,Jason Riley,jasonrileywsj,"Manhattan Institute fellow, Wall Street Journal columnist, Fox News commentator. Latest book, MAVERICK: A BIOGRAPHY OF THOMAS SOWELL https://t.co/zmAUturLpa",45717,1128,Fri Apr 26 23:42:42 +0000 2013
15976697,Michelle Malkin,michellemalkin,REDACTED,2039911,17274,Mon Aug 25 02:52:07 +0000 2008
1109573601995440129,Macarena Olona,Macarena_Olona,Diputada de VOX en el Congreso. Por 🇪🇸 Portavoz adjunto y Secretaria General del GPVOX en el Congreso. Abogado del Estado macarena.olona@congreso.es,307289,2051,Sat Mar 23 21:52:16 +0000 2019
138809881,Matt Schlapp,mschlapp,"Dad to 5 angels, husband to @mercedesschlapp as seen on the screen, kansas, American Conservative Union Chair, @cpac, Go Irish, life is better on the farm",286164,1294,Fri Apr 30 17:20:18 +0000 2010
986232040021549056,Marina Medvin 🇺🇸,MarinaMedvin,"Opinion Columnist ⚖️ Trial Attorney 🇺🇸 Patriot Advocate

(My column is paused while my clients' Jan 6 Capitol cases are pending. Can’t discuss active cases.)",51126,507,Tue Apr 17 13:16:56 +0000 2018
319901933,Katie Daviscourt🇺🇸,KatieDaviscourt,Seattle-Based Journalist • Writer/Videographer at @TPostMillennial • US & Local Seattle Politics • Opinions my own • @TPUSA,63559,3231,Sat Jun 18 23:28:52 +0000 2011
316897838,Nick Fad🇺🇸,NicAtNigh,"Investigative Journo | Constitutionalist | Guitarist |


IG: @NicatNigh",31964,1227,Tue Jun 14 03:54:12 +0000 2011
759453766039007232,Daniel Fernández,danfmsg,"Profesor Universidad Francisco Marroquín.
Director UFM Market Trends.
Economía y temas afines.",5102,253,Sat Jul 30 18:21:02 +0000 2016
1020698448117600256,Santiago Giraldo,realsantig,Mi objetivo es quitarle votos juveniles a la izquierda.,3767,903,Sat Jul 21 15:54:08 +0000 2018
175609677,Camilo,DERdeMER,Director de Recursos Humanos en la Alcaldía de Cali,3450,817,Sat Aug 07 02:40:33 +0000 2010
1192833222180265984,𝗔𝗺𝗼 𝗟𝗼𝘀 𝗳𝗶𝗻𝗮𝗹𝗲𝘀 𝗳𝗲𝗹𝗶𝗰𝗲𝘀... 😎,paloterapias,"Entra bajo tu responsabilidad. SI NO GUSTAS DE RATAS, Ésta cuenta es para ti.                     Whatsapp +52 15532701420
¡¡¡Activa Mis Notificaciones!!! 🔔",172765,0,Fri Nov 08 15:57:01 +0000 2019
275096313,José Daniel Ferrer,jdanielferrer,"Coordinador General de UNPACU, Promotor de CubaDecide y Presidente del Consejo del PDP. 2 veces preso político. No me rindo. Vivo en Santiago de Cuba",39700,9676,Thu Mar 31 16:32:19 +0000 2011
1281275654256893952,Libertad Cuba Lab,libertadcubalab,"Somos un grupo colaborativo de cubanos/as que hacen periodismo, arte, literatura, investigación, análisis jurídico y activismo en defensa de los #DDHH.",375,169,Thu Jul 09 17:15:24 +0000 2020
4765364386,Chuck Callesto,ChuckCallesto,Father and Former Candidate for Florida's 3rd Congressional District | #FLO3 | Talent Scout | Booking Manager | Political Strategist | R/T's Not Endorsements |,264855,99102,Sun Jan 10 15:12:40 +0000 2016
268489492,Natalia Gaitán L.,NataliaGaitan3,Futbolista profesional || Sevilla FC ||Selección Colombia || MBA,30260,932,Fri Mar 18 21:55:45 +0000 2011
1264786945546293249,FARICeos-19,fariceosserie,"Cada martes un capítulo de FARiCeos-19
 #MedioSigloDeTerror",780,11,Mon May 25 05:14:49 +0000 2020
195271137,Larry Elder,larryelder,I'm running for governor of California. Because we've got a state to save. https://t.co/hpZ8JBd0EY,958279,179,Sun Sep 26 07:34:31 +0000 2010
2480268229,Brandon Tatum,TheOfficerTatum,"Brandon Tatum's Official Twitter page.

Founder/CEO of @tatumreport

Co-Founder of @blexit

Ex-Police Officer. 

Father. Man of God.",573428,1151,Tue May 06 19:22:00 +0000 2014
43906698,Jesse Lee Peterson,JLPtalk,Host of The JLP Show & @Fallenstatetv | Founder of B.O.N.D. | Author | Pastor | Counselor | https://t.co/YJeQotFiYm | https://t.co/I2wdo8YqUg,92963,2305,Mon Jun 01 15:46:06 +0000 2009
722528529716383744,Brigitte Gabriel,ACTBrigitte,Survivor of Terrorism. @ACTforAmerica Founder & Chairman. NYT Best-Selling Author. National Security Expert. RTs/Follows/Likes are NOT Endorsements.,328561,1842,Tue Apr 19 20:53:20 +0000 2016
18170845,Jerry Dunleavy,JerryDunleavy,DOJ & Investigations @DCExaminer — Faith Without Works Is Dead — The Dogma Lives Loudly — John 8:32 — AMDG — CLEVELAND — OHIO — JDunleavy@WashingtonExaminer.com,79457,1207,Tue Dec 16 19:55:55 +0000 2008
1093114799645474816,El Republicano 🇨🇴,ElRepublicano09,"El que se arrodilla para conseguir la paz, se queda con la humillación y con la guerra. W. Churchill.",53879,9234,Wed Feb 06 11:50:52 +0000 2019
2485417855,John Daniel Davidson,johnddavidson,"Political Editor @FDRLST, occasional contributor @ClaremontInst, @WSJ, @nypost, et al. Immigration & border policy for @TPPF.",20043,3057,Fri May 09 13:40:12 +0000 2014
2600121326,Genius Gadgets,shopvaley_com,"Daily Amazing Tools & Gadgets
Worldwide Shipping 🌎
Customer Support 7 days a week 💁‍♀️ : contact@shopvaley.com",19222,0,Wed Jul 02 16:26:32 +0000 2014
245963716,Tiffany Ariana Trump,TiffanyATrump,"Georgetown Law 2020 Juris Doctor | President of Cyberlaw Society⎜RA for Prof. Hopwood: Criminal Justice Reform⎜UPenn, B.A. Sociology: Law & Society",899360,206,Tue Feb 01 20:59:30 +0000 2011
358545917,Cernovich,Cernovich,Plant medicine heals. Check link in bio for a veteran’s group doing good work.,757759,3048,Sat Aug 20 03:02:29 +0000 2011
234979485,MariaConchitaAlonso,MariaConchita_A,Actress/singer/songwriter/activist/artist RESISTENCIA RADICAL Mi canción/my song Lléname De Ti. Q,151861,2318,Fri Jan 07 01:57:17 +0000 2011
749662181579485184,Lacy Johnson,LacyJohnsonMN,"Entrepreneur, Investor and Host of Bright Lights Podcast | Press: media@lacyjohnson.com",162898,633,Sun Jul 03 17:52:46 +0000 2016
38495835,Mark R. Levin,marklevinshow,"THIS IS THE OFFICIAL MARK LEVIN SHOW TWITTER PAGE. 
DOWNLOAD MY PODCAST FOR FREE https://t.co/HUEgXS3l2C",2615491,6,Thu May 07 19:18:36 +0000 2009
25429371,Katrina Pierson,KatrinaPierson,Principal at PCG - Inventor - Former Trump Spox. Tweets are my own. (read that again) 🇺🇸 @Clouthub & @GettrOfficial ➡️@KatrinaPierson,658619,904,Fri Mar 20 01:25:06 +0000 2009
1218623947434024960,Black Voices for Trump,BlackVoices4DJT,"The Official Black Voices Coalition of Donald J. Trump for President, Inc. Text WOKE to 88022 for updates!",63906,116,Sat Jan 18 19:59:36 +0000 2020
47293791,Terrence K. Williams,w_terrence,Actor• Comedian•Commentator•,1011130,603,Mon Jun 15 08:46:13 +0000 2009
21175250,Perry Stein,PerryStein,Washington Post reporter covering D.C. education and schools.,18719,1215,Wed Feb 18 06:40:03 +0000 2009
1006460688318062593,Institute of National Remembrance,ipngovpl_eng,"Institute of National Remembrance is the largest scientific, research and archival institution in the country dealing with the history of Poland (1917-1990)",7576,461,Tue Jun 12 08:58:22 +0000 2018
176315005,LAAZCARATE,LAAZCARATE,INSTAGRAM: @laazcarateoficial Contacto laboral: laazcaratealaorden@gmail.com,4609401,169,Mon Aug 09 05:37:41 +0000 2010
176315005,LAAZCARATE,LAAZCARATE,INSTAGRAM: @laazcarateoficial Contacto laboral: laazcaratealaorden@gmail.com,4609376,169,Mon Aug 09 05:37:41 +0000 2010
252398355,Daniel Horowitz,RMConservative,"Senior Editor at https://t.co/yf901OXAeC conservative writer, policy analyst, host of CR Podcast https://t.co/Ygs6WUgyEe…",112546,684,Tue Feb 15 03:19:52 +0000 2011
1100450924659703816,𝘼𝙧𝙧𝙚𝙘𝙝𝙤,Arr3ch0,"Colgando en Twitter lo que observo volando desde, hacia y sobre #Venezuela entre otros lugares. Opino de lo que se me antoja. Un GIF dice más que 1000 imagenes.",12501,675,Tue Feb 26 17:42:00 +0000 2019
65240091,Rayma,raymacaricatura,"Caricaturista venezolana , periodista, humorista y activista de Derechos Humanos.",1017923,844,Wed Aug 12 22:02:59 +0000 2009
91583544,Nick Adams,NickAdamsinUSA,Best selling author endorsed by President Trump. Founder/President of @1FLAGUSA. Presidential Appointee. Australian by birth; American by choice. Thalassophile.,193124,174090,Sat Nov 21 14:39:59 +0000 2009
1237542829766950912,Hungary24 🇭🇺,hungary_24,"Independent news, aesthetics, insight and analysis on Hungarian business, culture and history. 🇭🇺",15804,202,Wed Mar 11 00:56:25 +0000 2020
347228796,Dominik Tarczyński MEP,D_Tarczynski,Member of the European Parliament.     Poland 🇵🇱,75192,5691,Tue Aug 02 13:33:40 +0000 2011
1222773302441148416,Visegrad 24 🇨🇿🇭🇺🇵🇱🇸🇰,visegrad24,"Independent news, politics, current affairs, history and culture from the Visegrad countries. 🇨🇿🇭🇺🇵🇱🇸🇰",40497,267,Thu Jan 30 06:48:04 +0000 2020
779476491092434944,🇺🇸 Pismo 🇺🇸,Pismo_B,⭐️Constitution⭐️Capitalism⭐️Term Limits,71755,36349,Sat Sep 24 00:24:12 +0000 2016
966341696710524928,FawnMacMT~🙏 DisabledArmy👮‍♂️~🚀🥓🇺🇸🇺🇸 🇺🇸❤️,FawnMacMT,DisabledArmy🚔 #Vet~God/Bible/Country~Constitution&Family=IsBlood+Brothers/Sisters ByOtherMothers/Misters~DAR1600’s~#CodeOfVets #MAGA #KAG #SaluteToService,16160,16861,Wed Feb 21 15:59:49 +0000 2018
938495509026746368,Fuedicho,fuedicho,"Frases, versos, refranes y canciones que nos hacen pensar o que forman parte de nuestra cultura colectiva. #Fuedicho",380318,95966,Wed Dec 06 19:49:00 +0000 2017
995406091684139008,Parche del Capuchino,ParcheCapuchino,Medio de Comunicación y Opinión Sin Fronteras.,24382,258,Sat May 12 20:51:20 +0000 2018
890360748916002816,Drugs & Stuff,drugsnstuffDPA,A Drug Policy Alliance podcast. @drugpolicyorg,731,90,Wed Jul 26 23:58:39 +0000 2017
896731633704947712,The Post Millennial,TPostMillennial,"News, analysis, and opinion from Canada, US, and the world. Among North America’s Most-Read News Publishers.
Sign up for our newsletter: https://t.co/RlgjnHI7El",85972,1783,Sun Aug 13 13:54:16 +0000 2017
61383742,Isabella Wills,IsabellaWills,God First. Dare to think for yourself. Podcast: #UnaMentalidadDiferente. Escúchalo aquí👇🏻,9170,70,Thu Jul 30 03:53:41 +0000 2009
17685258,Brad Parscale,parscale,Building tech to revolutionize politics. MAGA architect. 2016 Trump Digital & Media Director. 2020 Trump Campaign Manager.,716374,488,Thu Nov 27 18:47:32 +0000 2008
29458079,Jeanine Pirro,JudgeJeanine,"Judge Pirro is a highly respected District Attorney, Judge, author & renowned champion of the underdog. She hosts the Fox News show, Justice with Judge Jeanine.",2384607,485,Tue Apr 07 14:27:06 +0000 2009
592730371,Jack Posobiec 🇺🇸,JackPosobiec,"Senior Editor, @HumanEvents. Fmr Navy intel officer. China analyst.",1392804,949,Mon May 28 13:31:22 +0000 2012
24190117,Arielle Scarcella,ArielleScarcell,Queen of “controversial” conversations. Lesbian. https://t.co/0DcMNIjPMr ArielleScarcella@gmail.com,115981,311,Fri Mar 13 15:33:52 +0000 2009
2223841798,Juan Carlos Girauta,GirautaOficial,Abogado. Columnista en ABC.,312273,1989,Fri Dec 13 18:38:06 +0000 2013
2313733406,The D-Day Story,TheDDayStory,"Telling The D Day Story through the lives of the people who were there.
The epic made personal. The personal made epic.",11032,1574,Mon Jan 27 14:21:10 +0000 2014
56189259,CommonwealthWarGraves,CWGC,"We honour and care for the men and women of the Commonwealth forces who died in the First and Second World Wars, ensuring they will never be forgotten.",51405,9790,Sun Jul 12 20:58:14 +0000 2009
837567010439573504,British Normandy Memorial,britishmemorial,"The British Normandy Memorial officially opened on Sunday 6 June, the 77th anniversary of D-Day. Watch the ceremony & discover more on our website.",4582,863,Fri Mar 03 07:35:11 +0000 2017
3092680234,Luis Alberto Rodriguez,RodLuisAlberto,Caribe | Ex Director general @DNP_colombia | Ex Viceministro técnico @minhacienda,26454,889,Tue Mar 17 03:40:40 +0000 2015
818927131883356161,Kayleigh McEnany 45 Archived,PressSec45,"This is an archive of a Trump Administration account, maintained by the National Archives and Records Administration.",5962907,331,Tue Jan 10 21:06:57 +0000 2017
16523905,Robby Starbuck,robbystarbuck,Director and Producer • Free Thinker • Cuban American 🇺🇸 • Running for US Congress in Middle TN #TN5 • Proud Dad • Married to @imatriarch •,198221,5395,Tue Sep 30 04:41:29 +0000 2008
274575551,Valentina Velez,valevh,Orgullosa de los deportistas colombianos. Preocupada por el futuro de mi país. #OjoConEl22,1453,613,Wed Mar 30 15:23:32 +0000 2011
2835451658,Andy Ngô 🏳️‍🌈,MrAndyNgo,Author of NYT bestseller “Unmasked.” Editor-at-large: @TPostMillennial. Telegram: https://t.co/Mb6S5iLdPm; Join & support me on Locals: https://t.co/kg6blX2RnH,896446,1175,Mon Sep 29 05:58:06 +0000 2014
43395943,Federico Gutiérrez,FicoGutierrez,Creemos. Firme por un país para todos. #FedericoPresidente🇨🇴,672225,1379,Fri May 29 19:53:13 +0000 2009
2610356827,Caracas Cuéntame,Caracascuentame,"Historias de la Historia de la capital de Venezuela. Anécdotas, leyendas, personajes y gastronomía de la sultana de El Ávila, ciudad de los Techos Rojos",51744,74,Mon Jul 07 19:37:32 +0000 2014
179246235,Diana Mina,DianaMinaToc,presentadora de noticias|mente creativa|periodista|experta comunicaciónTV|entrenadora de speakers| exreina de Bogotá/ Instagram @dianaminatoc,17829,4313,Mon Aug 16 21:36:37 +0000 2010
1165734566495248385,Ruby Esmeralda Topacio Marimar Guadalupe 91 👩‍⚖,Krol9911,"La de los hilos tuiteros 🧵🪡

Rubí Esmeralda Topacio Marimar del Castillo y Abolengo.",6283,3601,Sun Aug 25 21:16:07 +0000 2019
119881342,joserafael herrera,jrherreraucv,"Profesor Titular de la UCV. PhD en Cs Políticas. Filósofo, Magna cum Laude. Ex-Director de Cultura de la UCV. Fundador del Círculo Historicista de Caracas.",20316,4705,Thu Mar 04 21:17:38 +0000 2010
17582355,Dan Patrick,DanPatrick,Lieutenant Governor of Texas | A preeminent voice for principled conservative policies both in Texas and across the nation,108981,823,Mon Nov 24 01:23:31 +0000 2008
92537787,Padre José Palmar,PadreJosePalmar,,899460,1277,Wed Nov 25 14:51:22 +0000 2009
84078498,Don Jediondo,DonJediondo,"DON JEDIONDO TIMES 😂 
De Sutamarchán pa'l mundo.
Colombia🇨🇴
Contratas: +57 3142886666 (+57 3114911522) donjediondo@donjediondo.com  
Instagram: @donjediondo",635767,18245,Wed Oct 21 13:17:37 +0000 2009
383603475,Cuenta Huesos,AIerta,"cuenta FAN parodia Alerta Instagram @alertacuentahuesos Opiniones de esta cuenta no son de Juan Ricardo Lozano. Chistes, humor, Politica",646920,309,Sun Oct 02 05:24:07 +0000 2011
108717093,Enrique Peñalosa,EnriquePenalosa,Instagram: https://t.co/iaqnIrKYXZ,1947463,971,Tue Jan 26 21:05:42 +0000 2010
783016933624991745,Thisquesuza,anerdquista,"De derechas sin complejos... pero complejo. Fundador de Seamaña la noticia, sátira política.Todos los memes son montajes. Todos los montajes son memes.",3409,2926,Mon Oct 03 18:52:39 +0000 2016
1105950433162510336,Angela Cordoba 🇨🇴,AngelaC64939911,#petrobastaya Pobre Colombia si cae en tus garras,662,909,Wed Mar 13 21:55:05 +0000 2019
44196397,Elon Musk,elonmusk,,59729143,106,Tue Jun 02 20:12:29 +0000 2009
81202321,Maibort Petit,maibortpetit,Investigadora y politóloga venezolana. Cubro el Crimen Organizado Transnacional. Mi cuenta en Gettr @MaibortPetit,558090,3290,Fri Oct 09 21:04:28 +0000 2009
19375314,Casto Ocando-Primer Informe,cocando,"Emmy Award-Winner Investigative Reporter. News Consultant. Interests: Corruption, Narco-Terrorism, US-LatAm relations, Venezuela. Instagram: @castoocandonews",246553,1347,Fri Jan 23 01:46:22 +0000 2009
1100163696926605313,"Bottsito bb, mor 🦄",Soyunbottfake,"#3 //🦄 UNICORNIO TRISEXUAL MÁGICO

//trevorciana //

pansexual 🥖🍞

🎻🎹🎶🎵",10668,2273,Mon Feb 25 22:40:40 +0000 2019
151922663,Instituto Nacional de Salud🇨🇴,INSColombia,"Instituto Nacional de Salud - INS.
Vigilantes de la Salud Pública en Colombia.",140121,897,Fri Jun 04 15:58:59 +0000 2010
1111657565782507520,EVERSTRONG,everstrongever,"Abogada - Ex atleta Selección Colombia de Fisiculturismo / campeona nacional, suramericana e iberoamericana/ Hecha de convicciones no de barreras/",19187,336,Fri Mar 29 15:53:12 +0000 2019
1199540567803383808,Coronavirus Noticias,CoronavirusESP,Cuenta divulgativa en español con noticias y última hora sobre la nueva cepa de coronavirus (COVID-19). Abajo enlace oficial de la OMS sobre cómo protegerse 👇,87165,25,Wed Nov 27 04:09:14 +0000 2019
1146021318082609152,✠ 𝐅𝐢𝐧𝐚𝐧𝐳𝐚𝐬 𝐓𝐢𝐦𝐞𝐬 ✡︎,Finanzas_Times,✞ #News | #Investments | #Stocks | #Pharol | #OIBR3 ١١:١١ ☞ 𝕄𝕪 𝕥𝕨𝕖𝕖𝕥𝕤 𝕒𝕣𝕖 𝕤𝕥𝕣𝕚𝕔𝕥𝕝𝕪 𝕡𝕖𝕣𝕤𝕠𝕟𝕒𝕝 𝕠𝕡𝕚𝕟𝕚𝕠𝕟𝕤 ✠,77534,98,Tue Jul 02 11:42:29 +0000 2019
1135222691236143104,fiscalizadora,cazadordnotas,#rechazo,2167,1755,Sun Jun 02 16:32:35 +0000 2019
2964949642,Martha McSally,MarthaMcSally,First female fighter pilot to fly in combat. Veteran. Dog mom to Boomer.,121194,881,Tue Jan 06 20:39:37 +0000 2015
1205231350833438720,Voice of Uyghur,vouenglish,"Independent voice of Uyghur people. News, facts, opinion about Uyghur Genocide, Uyghur movement and international response to China's crimes against Uyghurs.",14966,101,Thu Dec 12 21:02:11 +0000 2019
231112057,Amparo Grisales,Amparo_Grisales,T. oficial de la actriz colombiana Amparo Grisales. Actriz desde chiquita! Consciente de mi Mente y de mi Cuerpo!Dios y mi familia!Amor total por los animales!,1114672,1160,Mon Dec 27 16:42:40 +0000 2010
2568262859,ABRAHAM SABAGH,afsabagh,ING. DE PETRÓLEOS CUM LAUDE-UIS. A la izquierda sólo el corazón! Cristiano!Uribista! إبراهيم فاروق الصباح,5639,5995,Wed May 28 03:24:30 +0000 2014
1024734931740762112,Nora Isabel Pelaez.,NoraIsabelPela1,"ARQUITECTA- INTERIORISMO-PAISAJISMO- URIBISTA- DERECHA RADICAL! UNA PASIÓN? LA FLIA , LA HISTORIA .COLOMBIA MI VIDA POR TÍ. VERTE LIBRE DE LAS FARC Y PETRO.",8185,7690,Wed Aug 01 19:13:41 +0000 2018
978932870,Capitán Bitcoin,CapitanBitcoin,Voy por libre. Disidente. Mi línea editorial no es para la masa. Pago los chiringuitos del PSOE con mi IRPF. Apóyame aquí → https://t.co/2eBewqNqOa,59733,8184,Thu Nov 29 18:48:12 +0000 2012
211336927,Clara Luz Roldán González,ClaraLuzRoldan,"Gobernadora del Valle del Cauca. Trabajando por un Valle verde, sostenible, emprendedor, seguro y turístico. #ValleInvencible #ValleSolidario",102478,2296,Tue Nov 02 23:56:05 +0000 2010
